fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
834,809,1957,11,18,11/18/1957,16:45:00,3,GA,13,16,2,0,0,5,0,34.47,-85.27,34.55,-85.03,14.5,500,2,1210670.727383484,3841501.7020217837
840,815,1957,11,18,11/18/1957,19:00:00,3,GA,13,17,1,0,0,4,0,34.87,-84.75,0,0,1,33,1,1254920.6206329537,3889827.423991156
841,820,1957,11,29,11/29/1957,13:45:00,3,GA,13,18,2,6,0,4,0,31.47,-82.35,0,0,1,300,2,1514354.7951149258,3531261.400675423
855,8,1958,1,24,1/24/1958,13:50:00,3,GA,13,1,2,16,0,5,0,32.38,-83.37,0,0,1.5,200,2,1407660.032791196,3623643.420253874
858,11,1958,1,31,1/31/1958,22:15:00,3,GA,13,2,2,0,0,5,0,32.82,-83.65,0,0,0.3,33,2,1376816.359208725,3670319.833064694
876,34,1958,3,7,3/7/1958,15:00:00,3,GA,13,3,1,2,0,3,0,31.48,-84.52,0,0,2,200,1,1306813.2831284637,3514120.262972345
888,77,1958,4,6,4/6/1958,6:00:00,3,GA,13,4,1,0,0,3,0,31.18,-83.6,31.23,-83.57,4.5,50,1,1397565.0338217767,3487884.1281978632
892,86,1958,4,15,4/15/1958,15:30:00,3,GA,13,5,1,0,0,3,0,32.9,-82.67,0,0,0.8,200,1,1468225.203062574,3687925.2242129664
900,104,1958,4,22,4/22/1958,17:30:00,3,GA,13,6,1,0,0,3,0,34.42,-84.12,0,0,0.3,17,1,1317174.0864195877,3844692.75860137
916,293,1958,6,22,6/22/1958,14:45:00,3,GA,13,7,0,0,0,1,0,34.03,-83.65,0,0,1,50,0,1364584.6594798448,3805172.4316766467
924,474,1958,8,17,8/17/1958,15:00:00,3,GA,13,8,1,0,0,3,0,30.88,-84.2,0,0,0.1,17,1,1342725.4592010574,3449682.4544465574
927,505,1958,9,21,9/21/1958,8:00:00,3,GA,13,9,0,0,0,3,0,33.8,-84.63,0,0,0.2,30,0,1275812.9282988892,3771639.726043313
938,562,1958,11,28,11/28/1958,17:35:00,3,GA,13,10,2,0,0,4,0,31.97,-83.65,0,0,0.6,33,2,1385175.9048000532,3575562.302967003
939,563,1958,11,28,11/28/1958,18:15:00,3,GA,13,11,2,1,0,5,0,32.1,-83.07,0,0,0.2,33,2,1438972.4760313374,3595026.5843649157
957,17,1959,2,4,2/4/1959,14:50:00,3,GA,13,1,1,0,0,4,0,31,-83.2,31.1,-83.13,8,200,1,1437720.3747767524,3471158.4282112047
960,34,1959,2,10,2/10/1959,16:15:00,3,GA,13,2,1,0,0,4,0,34.38,-84.43,0,0,2,100,1,1288947.8378114484,3837757.7226866833
973,82,1959,4,1,4/1/1959,14:00:00,3,GA,13,3,1,0,0,3,0,32.28,-83.45,0,0,0.5,33,1,1401093.284387518,3611807.5293485643
977,91,1959,4,17,4/17/1959,14:00:00,3,GA,13,4,1,0,0,5,0,32.65,-83.62,0,0,0.1,33,1,1381332.955561148,3651621.81204179
979,97,1959,4,19,4/19/1959,15:05:00,3,GA,13,5,2,2,0,5,0,32.8,-83.5,32.87,-83.42,6.6,120,2,1391137.7940948424,3669360.537096185
997,304,1959,5,28,5/28/1959,12:29:00,3,GA,13,6,0,0,0,2,0,31.5,-81.45,0,0,0.6,20,0,1600223.132309437,3543450.1584876706
1014,406,1959,6,30,6/30/1959,17:00:00,3,GA,13,7,1,0,0,3,0,31.13,-83.25,0,0,0.5,33,1,1431628.0672182324,3485237.2126078857
1018,413,1959,7,1,7/1/1959,15:30:00,3,GA,13,8,1,0,0,3,0,33.05,-83.55,33.05,-83.53,1.3,150,1,1383908.4617235563,3696803.995796096
1025,441,1959,7,10,7/10/1959,16:22:00,3,GA,13,9,1,1,0,4,0,32.1,-83.8,0,0,0.7,50,1,1369676.1046867906,3588820.674936009
1026,446,1959,7,11,7/11/1959,15:00:00,3,GA,13,10,0,6,0,4,0,34.17,-84.07,0,0,0.1,50,0,1324254.045473428,3817257.7313276306
1077,57,1960,3,30,3/30/1960,5:45:00,3,GA,13,1,1,0,0,3,0,32.3,-84.92,0,0,0.6,300,1,1261791.2136456526,3602509.1427712613
1081,67,1960,4,4,4/4/1960,5:00:00,3,GA,13,2,1,0,0,3,0,30.75,-84.5,0,0,0.5,33,1,1315003.3317773703,3432948.620708224
1107,212,1960,5,7,5/7/1960,19:00:00,3,GA,13,3,2,0,0,4,0,32.1,-83.8,0,0,1,33,2,1369676.1046867906,3588820.674936009
1108,213,1960,5,7,5/7/1960,19:30:00,3,GA,13,4,2,0,0,4,0,31.37,-84.17,0,0,1,33,2,1341223.9266708626,3504518.915191114
1125,450,1960,6,29,6/29/1960,19:00:00,3,GA,13,5,1,0,0,3,0,31.95,-84.07,0,0,0.7,33,1,1345454.601759342,3569933.718389375
1136,538,1960,8,24,8/24/1960,15:20:00,3,GA,13,6,0,0,0,5,0,30.68,-83.18,0,0,2,200,0,1442811.9864353028,3435618.456503996
1152,576,1960,10,7,10/7/1960,17:30:00,3,GA,13,7,0,0,0,3,0,33.7,-85.08,0,0,0.2,20,0,1234858.6231704066,3757182.2939021643
1157,1,1961,1,19,1/19/1961,14:15:00,3,GA,13,1,1,0,0,2,0,32.3,-83.35,0,0,1.5,100,1,1410364.2772863144,3614893.8308403343
1166,18,1961,2,22,2/22/1961,14:55:00,3,GA,13,2,1,0,0,4,0,32.3,-84.92,0,0,0.1,180,1,1261791.2136456526,3602509.1427712613
1167,19,1961,2,24,2/24/1961,13:40:00,3,GA,13,3,2,0,0,4,0,32.2,-83.83,32.23,-83.77,4.9,200,2,1365872.0838609217,3599722.314030943
1168,20,1961,2,24,2/24/1961,14:30:00,3,GA,13,4,2,0,0,4,0,32.8,-83.82,32.83,-83.77,3.8,30,2,1361012.7304080683,3666676.2463460816
1169,21,1961,2,24,2/24/1961,14:30:00,3,GA,13,5,2,0,0,4,0,32.6,-83.25,0,0,1,50,2,1416751.6722761039,3649218.819810477
1170,22,1961,2,24,2/24/1961,15:45:00,3,GA,13,6,2,0,0,4,0,32.08,-83.13,0,0,0.5,600,2,1433480.7203204262,3592266.837068742
1173,25,1961,2,24,2/24/1961,17:30:00,3,GA,13,7,1,0,0,4,0,33.25,-81.95,0,0,1,100,1,1531873.8515812228,3733972.4866685774
1175,27,1961,2,24,2/24/1961,18:45:00,3,GA,13,8,2,0,0,4,0,32.55,-84.25,0,0,2,30,2,1322863.7257583083,3635369.2622782616
1186,72,1961,3,8,3/8/1961,1:45:00,3,GA,13,9,2,0,0,5,0,34.9,-85.3,34.93,-85.03,15.2,600,2,1204226.0111140208,3889124.6480333847
1187,73,1961,3,8,3/8/1961,3:49:00,3,GA,13,10,1,0,0,4,0,34.87,-84.33,0,0,0.5,33,1,1293451.785625671,3893104.1845233417
1189,75,1961,3,8,3/8/1961,6:10:00,3,GA,13,11,1,0,0,3,0,32.37,-84.97,0,0,0.5,100,1,1256475.8527110307,3609943.739915099
1190,76,1961,3,8,3/8/1961,8:00:00,3,GA,13,12,1,0,0,3,0,33.07,-83.6,0,0,0.5,100,1,1379013.3408856224,3698608.346801304
1216,145,1961,3,31,3/31/1961,7:10:00,3,GA,13,13,2,0,0,4,0,32.23,-84.3,0,0,0.5,400,2,1321068.5805382864,3599333.169090386
1217,146,1961,3,31,3/31/1961,7:20:00,3,GA,13,14,3,14,1,6,0,32.25,-83.73,0,0,1,100,3,1374864.77132157,3606115.8892321526
1218,147,1961,3,31,3/31/1961,7:30:00,3,GA,13,15,1,0,0,4,0,32.62,-83.68,0,0,1,200,1,1375970.604444792,3647775.0799142933
1219,156,1961,3,31,3/31/1961,7:30:00,3,GA,13,16,0,0,0,3,0,32.32,-83.42,0,0,0.3,17,0,1403532.9221820144,3616523.860507213
1220,148,1961,3,31,3/31/1961,8:00:00,3,GA,13,17,1,0,0,3,0,32.4,-83.35,0,0,0.8,23,1,1409349.5071002739,3626046.007318316
1221,149,1961,3,31,3/31/1961,8:15:00,3,GA,13,18,1,0,0,3,0,32.45,-82.95,0,0,1,33,1,1446673.5833842186,3635146.9382791934
1222,150,1961,3,31,3/31/1961,9:00:00,3,GA,13,19,1,0,0,4,0,31.53,-83.83,0,0,1,400,1,1372237.3436893236,3525037.1702308455
1223,151,1961,3,31,3/31/1961,10:00:00,3,GA,13,20,2,0,0,3,0,32,-81.9,0,0,0.2,33,2,1551339.5734818862,3594821.5346414307
1226,154,1961,3,31,3/31/1961,13:20:00,3,GA,13,22,1,1,0,0,0,30.83,-82,30.83,-81.95,3.3,400,1,1555067.4834473443,3463069.0603359574
1227,157,1961,4,3,4/3/1961,14:00:00,3,GA,13,24,2,0,0,3,0,31.8,-82.3,0,0,0.5,33,2,1515488.2637337854,3568595.8437459767
1228,158,1961,4,3,4/3/1961,18:20:00,3,GA,13,23,2,1,0,4,0,31.58,-84.17,31.58,-83.58,34.4,33,2,1339325.708593157,3527920.1014251877
1229,159,1961,4,3,4/3/1961,21:30:00,3,GA,13,25,0,0,0,3,0,32.03,-81.1,0,0,0.5,33,0,1627196.254022054,3606398.3723472664
1232,171,1961,4,9,4/9/1961,10:40:00,3,GA,13,26,2,0,0,2,0,32.05,-84.8,32.08,-84.73,4.9,300,2,1275273.9419318195,3575541.7352439254
1233,172,1961,4,9,4/9/1961,12:30:00,3,GA,13,27,1,0,0,3,0,32.28,-83.47,0,0,0.7,100,1,1399198.7024316532,3611637.46683546
1235,175,1961,4,9,4/9/1961,17:00:00,3,GA,13,28,1,0,0,4,0,32.07,-81.1,0,0,0.7,20,1,1626695.696908344,3610873.8447615635
1236,182,1961,4,12,4/12/1961,6:00:00,3,GA,13,29,1,0,0,4,0,30.87,-84.3,0,0,0.3,150,1,1333201.4435291311,3447808.816836173
1237,183,1961,4,12,4/12/1961,6:55:00,3,GA,13,30,2,2,0,4,0,31.5,-82.67,31.5,-82.32,20.6,33,2,1483405.2939941993,3531649.8255290026
1243,190,1961,4,15,4/15/1961,4:30:00,3,GA,13,32,2,0,0,4,0,32,-84.2,32.05,-84.15,5.1,300,2,1332647.1006903928,3574485.1525899665
1244,191,1961,4,15,4/15/1961,7:30:00,3,GA,13,33,1,0,0,5,0,31.67,-83.2,31.67,-83.17,2.3,100,1,1431004.5303481587,3545915.394328102
1262,301,1961,5,9,5/9/1961,2:30:00,3,GA,13,34,2,0,0,4,0,32.93,-85.15,0,0,0.8,50,2,1234836.8585512326,3670996.5657941056
1267,352,1961,5,25,5/25/1961,14:30:00,3,GA,13,35,1,0,0,3,0,34.12,-84,34.18,-83.93,6.1,17,1,1331229.794036983,3812262.651990161
1284,464,1961,6,26,6/26/1961,15:30:00,3,GA,13,36,2,0,0,4,0,32.4,-83.37,0,0,1,33,2,1407457.2917588037,3625873.7739167027
1292,503,1961,7,16,7/16/1961,15:30:00,3,GA,13,37,1,0,0,4,0,34.47,-83.3,0,0,0.9,43,1,1392343.1976384232,3857266.543407568
1296,577,1961,8,31,8/31/1961,11:05:00,3,GA,13,38,1,1,0,4,0,33.47,-85.13,0,0,0.5,300,1,1232165.2382378355,3731230.630464162
1309,615,1961,9,13,9/13/1961,17:00:00,3,GA,13,39,2,0,0,4,0,32.07,-81.12,0,0,0.2,20,2,1624790.3120091965,3610660.8035881794
1329,675,1961,11,23,11/23/1961,4:30:00,3,GA,13,40,2,0,0,3,0,31.4,-84.93,0,0,0.9,33,2,1268342.9012885066,3502241.3385366346
1330,676,1961,11,23,11/23/1961,4:30:00,3,GA,13,41,0,0,0,2,0,32.25,-84.92,0,0,0.5,33,0,1262213.194721445,3596943.0051486483
1331,677,1961,11,23,11/23/1961,4:30:00,3,GA,13,42,0,0,0,2,0,32.27,-84.93,0,0,0.3,33,0,1261098.6605974194,3599097.8163482435
1342,688,1961,12,11,12/11/1961,19:00:00,3,GA,13,43,1,0,0,4,0,34,-85.25,0,0,0.9,40,1,1216517.2884724988,3789353.4361587144
1347,693,1961,12,12,12/12/1961,6:00:00,3,GA,13,44,1,0,0,4,0,33.72,-85.15,33.75,-85.13,2.7,33,1,1228177.6710929489,3758907.4336653114
1348,694,1961,12,12,12/12/1961,6:05:00,3,GA,13,45,1,0,0,4,0,33.7,-85.15,0,0,0.5,33,1,1228347.9690156067,3756681.964868013
1351,697,1961,12,18,12/18/1961,7:30:00,3,GA,13,46,2,0,0,4,0,30.8,-83.3,0,0,0.5,37,2,1430067.7138161785,3447992.344415574
1356,6,1962,1,5,1/5/1962,22:00:00,3,GA,13,1,1,0,0,3,0,31.43,-85,0,0,1,800,1,1261413.60751609,3505089.502747953
1358,8,1962,1,6,1/6/1962,5:00:00,3,GA,13,2,1,0,0,3,0,32.68,-83.4,0,0,2,300,1,1401778.261600065,3656838.5425184593
1359,9,1962,1,6,1/6/1962,6:20:00,3,GA,13,3,2,0,0,4,0,31.6,-82.4,31.65,-82.33,5.4,300,2,1508146.3981183039,3545312.8965922417
1367,23,1962,2,22,2/22/1962,0:01:00,3,GA,13,4,2,0,0,4,0,32.6,-84.12,0,0,0.8,33,2,1334661.4011622276,3641963.4803026794
1379,39,1962,3,11,3/11/1962,17:10:00,3,GA,13,5,0,0,0,4,0,32.88,-83.75,0,0,0.5,300,0,1366814.0940370306,3676171.6110901576
1380,41,1962,3,11,3/11/1962,18:15:00,3,GA,13,6,1,0,0,4,0,32.93,-82.8,0,0,1,33,1,1455660.1612374308,3690068.620351666
1385,48,1962,3,21,3/21/1962,2:20:00,3,GA,13,7,3,0,0,5,0,34.17,-84.42,0,0,10,33,3,1291857.7318053753,3814455.3451064182
1398,73,1962,3,31,3/31/1962,11:30:00,3,GA,13,8,1,0,0,4,0,31.45,-83.5,31.53,-82.47,61.2,200,1,1404534.5803134553,3518824.5393447797
1403,79,1962,4,11,4/11/1962,7:30:00,3,GA,13,9,2,0,0,4,0,34.23,-84.5,0,0,1,100,2,1283893.2191039193,3820510.779423819
1420,376,1962,6,8,6/8/1962,14:52:00,3,GA,13,10,1,0,0,5,0,31.2,-83.23,0,0,2,30,1,1432851.649600225,3493218.451443355
1426,518,1962,7,12,7/12/1962,15:15:00,3,GA,13,11,1,0,0,4,0,32,-81.28,0,0,2,30,1,1610411.0965513214,3601140.022107232
1448,654,1962,11,21,11/21/1962,15:00:00,3,GA,13,12,1,0,0,4,0,33.3,-84.53,0,0,1,33,1,1289689.5243586218,3716734.0182621134
1453,3,1963,1,11,1/11/1963,17:30:00,3,GA,13,1,2,0,0,4,0,32.9,-84.33,32.92,-84.25,5.2,40,2,1312102.189179074,3673731.465545642
1454,5,1963,1,13,1/13/1963,5:00:00,3,GA,13,2,2,0,0,4,0,31.33,-81.8,0,0,1,300,2,1568649.7164313176,3520918.399156544
1457,8,1963,1,20,1/20/1963,15:50:00,3,GA,13,3,2,1,0,5,0,32.25,-84.3,32.3,-84.03,16.4,400,2,1320886.6917018846,3601561.1483704634
1458,9,1963,1,20,1/20/1963,16:00:00,3,GA,13,4,1,4,1,6,0,31.6,-85.05,31.87,-83.9,70.2,500,1,1255259.209055605,3523665.2256015283
1459,10,1963,1,20,1/20/1963,16:00:00,3,GA,13,5,2,2,0,4,0,32.63,-83.3,0,0,0.5,30,2,1411723.2655330326,3652128.532992773
1460,11,1963,1,20,1/20/1963,16:30:00,3,GA,13,6,2,1,0,4,0,32.5,-83.73,32.5,-83.6,7.9,33,2,1372429.0351447356,3633983.231237599
1461,12,1963,1,20,1/20/1963,16:30:00,3,GA,13,7,1,0,0,5,0,31.95,-83.58,31.95,-83.45,8.2,33,1,1392024.8773382031,3573914.5403298903
1462,13,1963,1,20,1/20/1963,18:00:00,3,GA,13,8,1,0,0,5,0,31.87,-82.6,0,0,1,30,1,1486119.1980210217,3573603.0034107417
1463,14,1963,1,20,1/20/1963,18:00:00,3,GA,13,9,2,0,0,4,0,32.03,-82.5,0,0,2,10,2,1493895.3092440432,3592396.8718322623
1469,20,1963,2,24,2/24/1963,8:50:00,3,GA,13,10,2,0,0,3,0,31.2,-81.4,0,0,1,33,2,1608600.1893557152,3510400.831372449
1489,55,1963,3,17,3/17/1963,10:00:00,3,GA,13,12,1,0,0,4,0,33.73,-84.92,33.63,-84.47,26.8,150,1,1249478.5787594742,3761681.836517015
1494,65,1963,3,26,3/26/1963,14:15:00,3,GA,13,13,1,0,0,4,0,31.2,-84,0,0,1.5,200,1,1359038.7785330168,3486897.8676403067
1495,66,1963,3,26,3/26/1963,17:10:00,3,GA,13,14,2,0,0,4,0,30.8,-83.63,0,0,1,33,2,1398289.5612424375,3445258.8703738335
1496,74,1963,4,6,4/6/1963,16:00:00,3,GA,13,15,2,0,0,4,0,31.13,-84.18,0,0,0.8,37,2,1342420.843949968,3477696.4405238107
1497,75,1963,4,6,4/6/1963,17:30:00,3,GA,13,16,2,0,0,4,0,31,-83.57,31,-83.43,8,300,2,1402163.520791588,3468055.722865826
1531,294,1963,6,14,6/14/1963,17:00:00,3,GA,13,18,2,2,0,5,0,31.72,-83.25,0,0,0.5,33,2,1425730.2689712208,3551061.7313583777
1558,428,1963,9,28,9/28/1963,15:00:00,3,GA,13,19,2,5,0,5,0,32.6,-82.37,33.05,-81.67,52.8,100,2,1499875.0453866804,3657269.853722995
1610,81,1964,4,7,4/7/1964,13:30:00,3,GA,13,1,0,0,0,4,0,33.75,-83.75,0,0,0.5,33,0,1358141.0790795465,3773123.8870884813
1614,85,1964,4,8,4/8/1964,14:00:00,3,GA,13,2,2,0,0,4,0,31.37,-82.92,0,0,5,150,2,1460838.2200552328,3514890.1693676487
1624,193,1964,4,27,4/27/1964,8:00:00,3,GA,13,3,1,0,0,4,0,31.25,-83.92,0,0,1,33,1,1366242.38328186,3493103.4583614413
1625,194,1964,4,27,4/27/1964,8:00:00,3,GA,13,4,0,0,0,4,0,31.77,-84.5,0,0,1.5,67,0,1306190.9067189626,3546571.363854561
1626,195,1964,4,27,4/27/1964,8:25:00,3,GA,13,5,1,0,0,5,0,32.28,-83.48,0,0,0.5,33,1,1398251.4290053705,3611552.573373263
1657,498,1964,7,9,7/9/1964,8:00:00,3,GA,13,7,1,0,0,4,0,34.77,-84.77,0,0,0.8,33,1,1254005.3417098369,3878546.4121026928
1721,692,1964,12,24,12/24/1964,21:00:00,3,GA,13,8,3,1,0,5,0,33.5,-84.92,33.48,-83.83,75.4,400,3,1251490.5935604933,3736083.106114568
1726,698,1964,12,25,12/25/1964,14:30:00,3,GA,13,9,2,3,0,5,0,31.52,-83.73,31.62,-83.4,21.2,300,2,1381881.785633925,3524732.9070185944
1727,699,1964,12,25,12/25/1964,18:00:00,3,GA,13,10,2,0,0,4,0,31.63,-83.8,0,0,2,300,2,1374156.330314687,3536427.6701603574
1729,701,1964,12,25,12/25/1964,23:35:00,3,GA,13,11,3,16,2,6,0,32.72,-84,32.9,-83.67,0.1,600,3,1344836.2829832262,3656293.9735245137
1792,81,1965,3,18,3/18/1965,9:30:00,3,GA,13,1,0,0,0,3,0,31.15,-81.5,0,0,0.3,30,0,1599572.910388399,3503789.3472902356
1793,82,1965,3,23,3/23/1965,22:55:00,3,GA,13,2,2,0,0,4,0,33.47,-83.03,33.5,-82.95,5.2,150,2,1428223.3882914563,3748205.4741757447
1798,103,1965,4,6,4/6/1965,18:15:00,3,GA,13,3,1,0,0,4,0,34.2,-84.95,34.13,-84.83,8,37,1,1242555.5922866939,3813768.3591176867
1803,176,1965,4,12,4/12/1965,3:50:00,3,GA,13,4,1,0,0,3,0,34.27,-84.8,0,0,2,50,1,1255794.8020002162,3822672.49605987
1809,193,1965,4,15,4/15/1965,19:00:00,3,GA,13,5,2,0,0,5,0,34.38,-84.12,34.37,-83.92,11.5,33,2,1317567.3279058258,3840238.0835912297
1813,209,1965,4,26,4/26/1965,0:30:00,3,GA,13,6,2,0,0,4,0,34.25,-84.33,0,0,0.5,33,2,1299423.415165374,3824072.9253054727
1819,366,1965,5,20,5/20/1965,14:15:00,3,GA,13,7,0,3,0,3,0,33.7,-84.47,0,0,0.2,27,0,1291612.4780658982,3761734.4019491784
1825,492,1965,6,3,6/3/1965,13:10:00,3,GA,13,8,0,0,0,3,0,32.4,-82.93,0,0,0.9,33,0,1449097.0005171853,3629748.1492259735
1826,505,1965,6,4,6/4/1965,15:30:00,3,GA,13,9,1,0,0,4,0,33.55,-85.25,0,0,0.5,33,1,1220305.6113509426,3739285.370288749
1837,648,1965,7,6,7/6/1965,13:00:00,3,GA,13,10,2,0,0,4,0,32.07,-84.23,0,0,1,33,2,1329160.5404708346,3582050.767510294
1842,666,1965,7,11,7/11/1965,19:30:00,3,GA,13,11,2,0,0,4,0,33.5,-83.58,33.55,-83.7,7.4,33,2,1376526.0757629983,3746706.5313898735
1852,718,1965,8,1,8/1/1965,14:30:00,3,GA,13,12,1,0,0,3,0,32.4,-83.6,0,0,0.5,40,1,1385700.1531538996,3623919.5554412804
1853,730,1965,8,9,8/9/1965,15:30:00,3,GA,13,13,2,0,0,4,0,31.58,-84.17,0,0,0.3,33,2,1339325.708593157,3527920.1014251877
1864,810,1965,9,18,9/18/1965,17:56:00,3,GA,13,14,0,0,0,0,0,33.63,-84.73,0,0,0.1,20,0,1268046.1454331921,3751959.705694481
1889,10,1966,2,13,2/13/1966,2:00:00,3,GA,13,1,1,1,0,4,0,31.55,-84.07,0,0,0.5,500,1,1349140.718496533,3525357.364828197
1890,11,1966,2,13,2/13/1966,4:30:00,3,GA,13,2,2,1,0,5,0,33.88,-83.17,33.98,-83.17,6.9,400,2,1410746.4422453234,3792661.0194276106
1902,24,1966,2,28,2/28/1966,7:00:00,3,GA,13,3,1,0,0,3,0,32.88,-84.33,0,0,2,300,1,1312286.657826597,3671503.863394647
1903,25,1966,2,28,2/28/1966,8:00:00,3,GA,13,4,1,0,0,3,0,31.63,-83.25,0,0,0.5,33,1,1426636.2841244168,3541021.4593647374
1904,26,1966,2,28,2/28/1966,8:00:00,3,GA,13,5,0,1,0,4,0,31.22,-82.35,31.48,-82.03,26.2,33,0,1517087.0655329586,3503333.5248137824
1905,27,1966,2,28,2/28/1966,8:15:00,3,GA,13,6,2,0,0,4,0,32.03,-82.5,0,0,0.9,33,2,1493895.3092440432,3592396.8718322623
1906,28,1966,2,28,2/28/1966,8:45:00,3,GA,13,7,1,0,0,4,0,31.1,-83.83,0,0,2,30,1,1376259.8085796754,3477098.365024027
1938,122,1966,5,1,5/1/1966,14:30:00,3,GA,13,8,2,0,0,4,0,34.2,-83.57,0,0,1,50,2,1370242.1073791492,3824803.6352504343
1945,155,1966,5,16,5/16/1966,17:20:00,3,GA,13,9,1,11,0,6,0,32.47,-85,32.48,-84.95,3.3,400,1,1252803.051513012,3620861.172580202
1946,159,1966,5,16,5/16/1966,22:50:00,3,GA,13,10,2,0,0,4,0,31.43,-83.93,0,0,1,400,2,1363618.5649956972,3513088.8350254954
1947,160,1966,5,16,5/16/1966,22:50:00,3,GA,13,11,2,0,0,5,0,31.53,-83.83,0,0,0.9,400,2,1372237.3436893236,3525037.1702308455
1949,174,1966,5,18,5/18/1966,17:00:00,3,GA,13,12,0,0,0,3,0,33.67,-84.42,33.67,-84.43,0.1,20,0,1296545.4816457797,3758782.294032031
1968,344,1966,6,30,6/30/1966,15:20:00,3,GA,13,13,1,1,0,5,0,33.57,-84.35,0,0,2,33,1,1304001.0963831116,3748193.6992114196
1969,347,1966,7,1,7/1/1966,18:30:00,3,GA,13,14,1,0,0,3,0,31.6,-83.3,0,0,0.3,33,1,1422163.7323015863,3537245.8782371976
1973,367,1966,7,8,7/8/1966,14:35:00,3,GA,13,15,2,1,0,5,0,30.78,-83.3,30.8,-83.25,3.3,300,2,1430262.9991355843,3445760.7367787105
1974,368,1966,7,8,7/8/1966,15:20:00,3,GA,13,16,1,0,0,5,0,31.22,-81.58,31.18,-81.48,6.6,300,1,1591057.5239973136,3510811.7150973585
1979,434,1966,7,28,7/28/1966,14:50:00,3,GA,13,17,1,2,0,4,0,32.63,-83.68,0,0,0.5,77,1,1375871.967428666,3648889.7662727535
1980,437,1966,7,30,7/30/1966,12:15:00,3,GA,13,18,0,0,0,3,0,32.1,-81.2,0,0,0.5,33,0,1616796.8921929721,3613168.4169861344
1981,447,1966,8,4,8/4/1966,8:20:00,3,GA,13,19,2,0,0,4,0,31.8,-84.1,0,0,0.2,100,2,1343986.595977357,3552982.0351557946
1984,477,1966,8,12,8/12/1966,15:43:00,3,GA,13,20,0,0,0,0,0,32.35,-85,0,0,0.5,33,0,1253809.2772446997,3607503.8371400526
2020,584,1966,12,10,12/10/1966,3:30:00,3,GA,13,21,2,0,0,3,0,34.58,-83.33,0,0,0.5,500,2,1388389.9321304697,3869258.667106223
2038,59,1967,3,6,3/6/1967,21:04:00,3,GA,13,1,1,0,0,4,0,33.5,-84.38,0,0,0.5,33,1,1301857.3442871126,3740163.688809816
2039,60,1967,3,6,3/6/1967,21:30:00,3,GA,13,2,2,0,0,4,0,33.45,-83.6,0,0,0.8,150,2,1375167.471321226,3740963.03840334
2040,61,1967,3,6,3/6/1967,23:20:00,3,GA,13,3,1,0,0,4,0,32.25,-83.75,0,0,1,33,1,1372970.188787629,3605951.045035871
2068,210,1967,4,23,4/23/1967,13:00:00,3,GA,13,4,1,0,0,3,0,32.93,-84.92,32.63,-84.9,20.8,27,1,1256424.7122129411,3672638.6777334833
2069,211,1967,4,23,4/23/1967,15:00:00,3,GA,13,5,0,0,0,3,0,32.33,-83.45,0,0,0.1,10,0,1400591.9354492924,3617382.9997676527
2070,212,1967,4,23,4/23/1967,15:00:00,3,GA,13,6,1,0,0,3,0,32.47,-83.25,0,0,2,33,1,1418091.6922103255,3634719.999717472
2086,269,1967,5,6,5/6/1967,19:15:00,3,GA,13,7,1,0,0,4,0,33.53,-85.25,0,0,2,150,1,1220472.953200684,3737060.051799061
2095,278,1967,5,7,5/7/1967,8:00:00,3,GA,13,8,1,0,0,3,0,31.3,-85,31.35,-84.78,13.3,30,1,1262472.3604977527,3490616.764232462
2096,280,1967,5,7,5/7/1967,9:30:00,3,GA,13,9,1,0,0,3,0,31.2,-83.8,0,0,0.2,30,1,1378203.8104693668,3488488.225367648
2099,289,1967,5,8,5/8/1967,20:00:00,3,GA,13,10,0,0,0,3,0,31.35,-83.5,0,0,0.5,33,0,1405507.081567842,3507671.4643854527
2100,291,1967,5,12,5/12/1967,8:15:00,3,GA,13,11,1,0,0,2,0,34.87,-85.3,0,0,0.5,33,1,1204484.0870851374,3885787.419510609
2106,300,1967,5,15,5/15/1967,12:30:00,3,GA,13,12,1,0,0,4,0,34.7,-83.67,0,0,0.9,33,1,1355805.7942884325,3879651.3568816967
2112,317,1967,5,22,5/22/1967,9:00:00,3,GA,13,13,2,0,0,4,0,31.55,-83.42,0,0,0.5,30,2,1411200.198090436,3530649.2820045324
2113,318,1967,5,22,5/22/1967,11:30:00,3,GA,13,14,2,0,0,4,0,30.82,-83.28,0,0,0.5,500,2,1431798.3132981919,3450392.806134736
2125,529,1967,6,19,6/19/1967,14:45:00,3,GA,13,15,2,0,0,4,0,31.7,-83.25,0,0,0.9,33,2,1425931.8028228465,3548830.583407025
2130,569,1967,7,2,7/2/1967,18:45:00,3,GA,13,16,1,3,0,3,0,31.9,-83.77,0,0,0.5,27,1,1374442.722436738,3566771.1475716014
2135,597,1967,7,7,7/7/1967,14:00:00,3,GA,13,17,2,0,0,4,0,32.67,-84.25,0,0,2,30,2,1321754.8318223683,3648736.836686298
2136,598,1967,7,7,7/7/1967,16:45:00,3,GA,13,18,2,0,0,4,0,32.75,-81.63,0,0,0.5,33,2,1568029.4210758165,3681363.653947864
2142,635,1967,7,23,7/23/1967,16:15:00,3,GA,13,19,1,0,0,3,0,33.1,-83.25,0,0,0.3,33,1,1411553.9368282359,3704978.1157439416
