GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021,ADNEM001,ADNEM002,ADNEM003,ADNEM004,ADNEM005,ADNEM006,ADNEM007,ADNEM008
"G17018","2011-2015",,,"Illinois","17",,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,"Congressional District 18 (114th Congress), Illinois",715977,697277,638167,25902,931,18469,153,1052,12603,583,12020,18700,12761,547,296,78,80,3856,1082,589,493,691030,32085,38559,21939,25892,37619,17049,517887,"Congressional District 18 (114th Congress), Illinois",2407,2441,2392,1205,181,681,81,291,943,197,912,803,836,207,168,53,64,553,211,163,172,2733,1882,1922,1478,1550,1753,1239,4013
"G18001","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Indiana",718511,613095,453954,136463,1388,9379,274,748,10889,325,10564,105416,48618,2821,687,165,34,45798,7293,4746,2547,700697,57062,59777,29769,30353,43074,17275,463387,"Congressional District 1 (114th Congress), Indiana",458,572,765,834,241,365,80,261,933,148,894,367,2032,640,304,104,27,2205,1048,863,544,828,3085,3082,2116,2138,2490,1385,4116
"G18002","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Indiana",720975,656430,582777,48778,1906,8304,303,832,13530,480,13050,64545,41270,1022,337,111,44,17967,3794,2546,1248,698657,52477,59128,37621,39018,52493,22278,435642,"Congressional District 2 (114th Congress), Indiana",600,693,908,914,222,409,79,359,1040,185,1032,496,1925,325,143,137,33,1973,730,608,418,1389,2619,2913,1988,2306,2847,1833,4438
"G18003","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Indiana",730697,688314,614965,43025,1380,13690,171,900,14183,253,13930,42383,27657,948,372,34,130,10323,2919,1680,1239,715294,42985,58142,34863,36424,54580,22360,465940,"Congressional District 3 (114th Congress), Indiana",369,487,564,853,221,472,70,384,1028,185,1044,359,1080,373,171,30,189,1052,555,465,338,875,2027,2521,2074,2086,2614,1392,3841
"G18004","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Indiana",736048,694046,635750,26025,1097,19250,114,1106,10704,364,10340,42002,29668,621,222,98,100,9033,2260,1658,602,704534,45247,49228,29592,32032,50126,19278,479031,"Congressional District 4 (114th Congress), Indiana",718,720,936,669,202,488,90,473,749,154,747,226,991,292,134,106,83,897,509,482,216,1292,2006,2851,2220,1965,2802,1615,4578
"G18005","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Indiana",742679,712132,611636,58188,761,23294,203,1193,16857,752,16105,30547,19547,868,168,58,0,8024,1882,1107,775,725610,30911,38776,22312,24089,41288,16396,551838,"Congressional District 5 (114th Congress), Indiana",2147,2304,2115,1839,211,992,159,486,1176,380,1112,1439,1079,298,144,64,27,1303,547,410,314,2265,1956,2476,1752,1834,2773,1449,4284
"G18006","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Indiana",720403,702529,663110,17030,1185,8423,149,750,11882,339,11543,17874,9588,200,170,66,3,6946,901,514,387,697550,48445,56140,33375,36524,50278,20462,452326,"Congressional District 6 (114th Congress), Indiana",269,279,419,774,234,456,94,259,862,192,852,119,839,131,154,47,5,804,296,203,198,1000,2445,2403,1935,1850,2739,1651,4241
"G18007","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Indiana",742788,663919,408823,215966,1722,17285,120,2310,17693,475,17218,78869,40490,1515,557,122,149,33343,2693,1468,1225,725297,82003,91116,46857,45165,58251,21492,380413,"Congressional District 7 (114th Congress), Indiana",2046,2224,1800,2208,393,1033,99,716,1735,182,1714,1451,2076,415,249,75,215,2236,586,396,446,2222,3714,3632,2647,2716,3335,1873,4768
"G18008","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Indiana",722271,705989,656079,28925,1177,6506,359,407,12536,214,12322,16282,10108,143,75,28,51,5025,852,665,187,691404,42341,59763,34877,36127,50760,19815,447721,"Congressional District 8 (114th Congress), Indiana",323,353,378,717,195,355,124,160,837,108,843,118,830,73,46,32,57,834,250,242,87,1167,2095,3038,2173,1943,2182,1543,3842
"G18009","2011-2015",,,"Indiana","18",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), Indiana",734273,710985,661027,19851,1211,14830,81,583,13402,704,12698,23288,14134,625,378,86,0,6734,1331,853,478,708904,50219,54283,31841,32518,47368,18753,473922,"Congressional District 9 (114th Congress), Indiana",501,528,604,613,277,578,59,269,880,361,860,155,1005,431,346,60,27,1074,371,288,235,1473,1933,2684,2374,2066,2976,1670,4529
"G19001","2011-2015",,,"Iowa","19",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Iowa",768669,740645,688116,25572,2532,10451,549,439,12986,379,12607,28024,16483,521,402,135,9,8258,2216,1179,1037,741180,36279,47826,28344,34781,44334,19872,529744,"Congressional District 1 (114th Congress), Iowa",0,0,169,727,241,453,66,182,896,149,878,0,1014,240,128,58,15,975,420,282,329,1079,1934,2027,1586,2099,2075,1420,4314
"G19002","2011-2015",,,"Iowa","19",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Iowa",772811,732231,670485,28748,1347,17178,290,955,13228,196,13032,40580,28922,404,281,60,19,8362,2532,1070,1462,746895,50203,54814,32873,33341,48141,21033,506490,"Congressional District 2 (114th Congress), Iowa",0,108,297,628,234,495,191,333,816,101,813,108,1052,167,120,46,20,988,531,280,444,966,2164,2553,1627,1670,2244,1524,4123
"G19003","2011-2015",,,"Iowa","19",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Iowa",791250,739874,669973,30720,1382,21589,464,817,14929,215,14714,51376,38696,694,617,116,32,8742,2479,1201,1278,774195,38800,52498,29418,31843,43260,20575,557801,"Congressional District 3 (114th Congress), Iowa",0,34,387,851,290,514,116,377,1059,120,1056,34,1336,217,328,61,27,1139,634,430,432,794,2260,2328,1952,2285,2487,2006,4337
"G19004","2011-2015",,,"Iowa","19",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Iowa",760796,712546,675038,10652,2971,13336,481,188,9880,128,9752,48250,32333,477,445,132,38,12111,2714,1636,1078,730504,41124,52339,34716,36243,50855,22238,492989,"Congressional District 4 (114th Congress), Iowa",0,34,105,594,292,443,134,101,825,58,821,33,1228,188,140,86,28,1167,517,305,398,978,2020,2437,1448,1796,2072,1407,3533
"G20001","2011-2015",,,"Kansas","20",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Kansas",718749,609579,558667,20782,3046,11300,667,403,14714,293,14421,109170,74802,892,925,102,75,27436,4938,2891,2047,688744,41276,56971,35794,38443,57456,22164,436640,"Congressional District 1 (114th Congress), Kansas",226,240,290,699,292,423,137,148,977,131,943,88,1765,254,268,53,59,1664,699,516,413,1028,2088,2537,1696,1961,2186,1458,4169
"G20002","2011-2015",,,"Kansas","20",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Kansas",714500,670090,594461,30561,9066,10115,352,533,25002,280,24722,44410,31722,1283,935,100,42,6154,4174,1751,2423,684780,45706,62094,30695,32216,46669,20169,447231,"Congressional District 2 (114th Congress), Kansas",422,480,531,882,540,380,136,306,1182,129,1183,170,1164,390,233,69,63,826,575,429,465,1089,2450,2530,1753,1699,1978,1460,3811
"G20003","2011-2015",,,"Kansas","20",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Kansas",739564,654116,538715,63677,2359,30723,355,485,17802,434,17368,85448,64543,972,514,133,52,15146,4088,1993,2095,731561,33483,39590,24144,24266,40928,16499,552651,"Congressional District 3 (114th Congress), Kansas",406,463,492,930,290,648,49,179,1014,180,1023,167,1503,246,242,66,74,1507,619,422,448,711,1685,2418,1612,1891,2169,1430,3736
"G20004","2011-2015",,,"Kansas","20",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Kansas",720174,635984,536946,49038,5738,22907,253,507,20595,264,20331,84190,64710,1197,1439,273,0,12519,4052,2186,1866,705137,41005,61228,33172,36242,49556,19500,464434,"Congressional District 4 (114th Congress), Kansas",129,131,176,1060,413,496,112,230,1230,132,1228,41,1339,337,378,258,23,1234,591,415,457,745,2143,2915,2085,2325,2403,1600,5098
"G21001","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Kentucky",723936,703555,634477,49410,1387,4206,558,984,12533,186,12347,20381,13685,818,165,43,0,3435,2235,1323,912,697689,56537,80654,41129,44010,55457,21159,398743,"Congressional District 1 (114th Congress), Kentucky",121,186,414,925,237,348,186,403,1000,176,997,107,658,465,103,33,27,542,423,351,253,1211,2686,2923,2029,2178,2814,1489,4119
"G21002","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Kentucky",738714,714972,648584,39890,1350,9066,696,690,14696,228,14468,23742,13752,754,216,38,33,6996,1953,1022,931,716261,48609,72649,37305,39559,52001,22442,443696,"Congressional District 2 (114th Congress), Kentucky",675,729,743,820,247,371,223,219,950,131,961,256,1010,253,147,46,32,939,468,285,347,1157,2413,3215,2409,2495,2585,1964,5419
"G21003","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Kentucky",736054,701213,508075,153897,1031,17877,204,659,19470,531,18939,34841,25395,1878,161,52,37,4689,2629,1009,1620,720922,52264,68531,33717,35163,48272,19391,463584,"Congressional District 3 (114th Congress), Kentucky",670,713,729,1430,219,466,90,202,1497,259,1432,182,1241,573,88,37,67,821,663,366,581,1538,2814,3659,2174,2462,2625,1648,4966
"G21004","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Kentucky",740371,717441,669895,25059,1039,8046,120,1100,12182,271,11911,22930,13604,347,481,128,5,7248,1117,769,348,721788,44939,55525,26232,28245,42681,18844,505322,"Congressional District 4 (114th Congress), Kentucky",1218,1267,1305,842,241,438,83,491,1001,147,972,231,1006,137,278,122,7,917,302,287,134,1853,2277,2516,1620,1846,2725,1508,4674
"G21005","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Kentucky",714056,706082,685033,10037,1297,2499,256,483,6477,153,6324,7974,5229,185,62,37,43,1694,724,399,325,688869,80413,110220,51699,46459,56139,22011,321928,"Congressional District 5 (114th Congress), Kentucky",738,878,807,469,270,269,150,276,548,81,552,497,528,105,51,46,54,370,229,128,188,1238,3283,3688,2232,2226,2506,1747,4576
"G21006","2011-2015",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Kentucky",744222,710609,616090,64012,1295,13424,240,697,14851,285,14566,33613,17772,747,579,67,5,12474,1969,1290,679,717688,61346,74154,37355,32041,42775,18894,451123,"Congressional District 6 (114th Congress), Kentucky",744,755,795,821,256,407,77,214,935,109,928,297,1219,252,361,40,8,1201,453,380,255,1403,2766,3197,2177,1818,1990,1580,4385
"G22001","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Louisiana",784820,717968,574109,102378,8964,17627,354,1706,12830,438,12392,66852,52346,1220,680,306,35,8848,3417,1725,1692,769915,48614,61723,31998,35017,45850,20986,525727,"Congressional District 1 (114th Congress), Louisiana",3099,3169,3214,2287,645,974,317,452,949,203,958,1903,2415,310,266,157,35,1299,664,510,403,3056,2874,3788,2492,2412,2544,2193,5719
"G22002","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Louisiana",774078,728477,218290,476688,1553,20087,366,1404,10089,400,9689,45601,26361,4453,332,151,23,12149,2132,748,1384,755937,92501,102308,45639,43917,57696,21506,392370,"Congressional District 2 (114th Congress), Louisiana",3484,3497,2295,3064,287,980,194,342,1106,160,1094,1637,1449,757,203,81,26,1462,511,247,420,3565,3539,3891,2468,2390,2845,1785,5125
"G22003","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Louisiana",770817,743613,525992,188083,2556,11145,144,1121,14572,243,14329,27204,18710,1115,713,5,0,4478,2183,919,1264,756424,56820,78499,43300,41870,55263,21192,459480,"Congressional District 3 (114th Congress), Louisiana",563,566,660,1186,250,489,167,396,1143,127,1122,112,925,364,326,8,28,745,479,300,419,941,2678,3421,2635,2132,3172,1517,5572
"G22004","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Louisiana",761080,732716,448860,256033,5901,6957,553,1499,12913,572,12341,28364,16547,1425,622,63,9,6517,3181,1962,1219,737521,69959,85511,42347,43063,55723,21850,419068,"Congressional District 4 (114th Congress), Louisiana",1303,1332,1004,1392,330,368,100,399,860,247,815,353,976,452,189,43,10,918,666,590,338,1865,3204,3646,2348,2730,2673,1861,5411
"G22005","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Louisiana",753229,736375,453107,266596,2695,4965,176,750,8086,468,7618,16854,12188,731,204,7,0,2376,1348,785,563,705937,75834,101725,48087,44751,48264,20277,366999,"Congressional District 5 (114th Congress), Louisiana",2295,2296,1814,1641,357,315,108,274,1041,242,995,628,785,226,111,9,28,545,317,217,216,2590,2792,3469,2404,2255,2460,1805,5915
"G22006","2011-2015",,,"Louisiana","22",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Louisiana",781229,747841,530825,184581,2768,16487,164,1531,11485,343,11142,33388,25203,1060,250,18,0,5216,1641,678,963,769253,56036,58750,31023,31669,45262,17421,529092,"Congressional District 6 (114th Congress), Louisiana",3270,3300,2442,2780,533,738,53,554,1048,162,1058,1065,1402,441,165,31,28,984,541,294,432,3286,2997,3226,2697,2740,3249,1944,6635
"G23001","2011-2015",,,"Maine","23",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Maine",670268,659309,625587,10005,2019,9749,62,498,11389,186,11203,10959,8133,362,202,136,0,1191,935,238,697,653797,29649,45683,26892,26183,39308,17661,468421,"Congressional District 1 (114th Congress), Maine",190,244,473,508,313,554,41,256,758,109,753,186,449,153,107,130,22,360,318,109,287,700,1809,2313,1866,1863,1997,1402,4474
"G23002","2011-2015",,,"Maine","23",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Maine",658832,650344,622221,4468,5504,4649,105,207,13190,203,12987,8488,6085,202,86,56,20,1255,784,257,527,639716,39528,65418,35725,37818,49292,20796,391139,"Congressional District 2 (114th Congress), Maine",190,243,394,407,313,257,50,109,497,95,485,185,271,99,45,65,20,238,196,74,182,684,1686,2082,1722,1916,1647,1126,3418
"G24001","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Maryland",727304,700832,584920,85488,950,15181,131,930,13232,303,12929,26472,18253,1177,84,134,120,4713,1991,1267,724,708946,33615,36182,23366,23005,32473,14537,545768,"Congressional District 1 (114th Congress), Maryland",2191,2242,1925,1286,197,844,107,376,1073,158,1063,775,966,338,66,106,69,920,474,434,252,2797,1840,2262,1970,1936,2157,1393,4487
"G24002","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Maryland",745184,697525,390589,243032,1915,40156,223,1902,19708,627,19081,47659,27191,4616,537,90,52,11403,3770,1837,1933,725607,43581,45685,26556,29095,41108,19661,519921,"Congressional District 2 (114th Congress), Maryland",4600,4244,3332,3651,278,1867,105,511,1308,251,1353,1915,2080,943,329,56,61,1441,716,413,543,4494,2393,3201,2556,2700,2705,1767,4955
"G24003","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Maryland",744150,683695,450535,156009,1084,52866,633,2445,20123,570,19553,60455,33168,3803,406,423,24,18157,4474,2047,2427,725406,30505,28753,22423,23199,33045,13171,574310,"Congressional District 3 (114th Congress), Maryland",5016,4789,3657,3531,237,1724,223,593,1372,203,1350,2315,1913,963,223,162,26,1999,855,482,791,4939,2020,2001,2112,2049,2658,1508,5213
"G24004","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Maryland",738944,625617,197155,386209,1243,23913,105,1501,15491,843,14648,113327,39218,5243,799,151,0,64708,3208,1908,1300,731964,30229,35401,21371,25646,41407,16611,561299,"Congressional District 4 (114th Congress), Maryland",3563,3834,2407,3131,305,1120,88,382,1330,236,1311,2010,2350,817,383,79,28,2793,562,441,357,3669,1830,2454,2004,2264,2702,1900,5502
"G24005","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Maryland",747788,691288,356558,279089,2339,29430,343,1723,21806,872,20934,56500,32092,3894,414,110,59,16921,3010,1322,1688,726342,26593,27242,15776,16350,26712,12180,601489,"Congressional District 5 (114th Congress), Maryland",2840,3149,1617,2927,348,944,83,495,1413,347,1378,2000,1767,660,247,79,49,1690,627,336,492,3144,1859,1977,1784,1700,1993,1560,4737
"G24006","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Maryland",750122,656919,455346,97562,1383,79508,403,1510,21207,874,20333,93203,58778,3255,928,516,12,22928,6786,2811,3975,728600,30897,36655,22955,24161,37245,16823,559864,"Congressional District 6 (114th Congress), Maryland",2815,2869,2541,2486,263,1759,161,512,1326,291,1306,2680,3244,609,333,204,25,2600,1103,621,833,3006,2240,2113,1859,1925,2633,1598,4682
"G24007","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Maryland",725370,699097,244807,389600,1802,45690,345,1895,14958,385,14573,26273,15129,3043,115,140,0,5849,1997,538,1459,701337,61436,60487,27572,30349,38504,16506,466483,"Congressional District 7 (114th Congress), Maryland",4313,4116,2489,3667,316,1567,140,475,961,163,952,1738,1579,659,67,101,28,973,426,171,359,4349,2671,3087,2241,2235,2688,1744,5069
"G24008","2011-2015",,,"Maryland","24",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Maryland",751676,641894,464174,86346,1019,68629,199,2809,18718,1186,17532,109782,48194,2550,561,679,105,52520,5173,3024,2149,741026,21369,28175,16295,19325,29239,13009,613614,"Congressional District 8 (114th Congress), Maryland",3303,2768,2604,2063,220,1792,90,561,1305,289,1262,2766,2276,530,292,286,108,2913,690,551,438,3314,1632,1909,1486,1626,2093,1450,4113
"G25001","2011-2015",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Massachusetts",731275,611062,541263,41784,921,13480,153,1556,11905,762,11143,120213,69322,4428,943,182,40,40177,5121,2581,2540,706837,47791,59082,32058,33180,42228,18052,474446,"Congressional District 1 (114th Congress), Massachusetts",309,778,1151,940,185,504,60,597,1004,294,918,709,2156,752,298,165,51,1939,768,513,609,1071,2561,2789,2259,2225,2636,1644,4339
"G25002","2011-2015",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Massachusetts",738797,672601,585476,32303,1092,38751,162,2190,12627,792,11835,66196,40959,3574,382,180,7,14016,7078,2768,4310,699644,40829,48979,22589,23823,34770,15239,513415,"Congressional District 2 (114th Congress), Massachusetts",666,1532,1868,1215,210,944,91,643,986,247,968,1392,2081,761,183,98,11,1411,956,637,793,1441,2395,2717,1561,1522,2022,1438,4068
"G25003","2011-2015",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Massachusetts",749922,616495,521635,20341,921,56237,13,3641,13707,1365,12342,133427,54265,6251,695,481,30,63234,8471,2985,5486,731471,36656,50307,25368,25805,38813,13510,541012,"Congressional District 3 (114th Congress), Massachusetts",773,2620,3001,1585,202,2007,21,774,1192,371,1172,2509,2315,882,403,278,31,2616,1342,596,1096,1584,2305,2493,1918,1958,2544,1478,4649
"G25004","2011-2015",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Massachusetts",742694,711184,631949,18522,324,42981,283,2755,14370,1459,12911,31510,20141,1433,267,110,26,7931,1602,695,907,716542,24405,26352,15094,15882,25036,10266,599507,"Congressional District 4 (114th Congress), Massachusetts",1362,2139,2507,1554,139,1503,149,622,1034,340,999,1830,1495,396,135,111,31,1146,407,248,334,1627,1794,1418,1235,1612,1849,1065,3299
